downtime_id,equipment_id,failure_date,repair_start_date,repair_end_date,downtime_hours,failure_type,failure_component,root_cause,maintenance_type,repair_cost
DT00169,EQ0013,2024-11-20,2024-11-20 03:00:00,2024-11-22 18:21:00,63.35,Structural,Fuel System,Root cause analysis: Operator error,Preventive,8531.24
DT00170,EQ0013,2023-12-06,2023-12-06 01:00:00,2023-12-08 05:28:48,52.48,Engine,Cooling System,Root cause analysis: Operator error,Preventive,48494.64
DT00171,EQ0013,2024-08-06,2024-08-06 08:00:00,2024-08-08 14:40:12,54.67,Electrical,Boom,Root cause analysis: Operator error,Preventive,15818.66
DT00172,EQ0013,2025-08-18,2025-08-18 04:00:00,2025-08-20 21:16:48,65.28,Hydraulic,Bucket,Root cause analysis: Material fatigue,Reactive,23353.16
DT00173,EQ0013,2024-07-31,2024-07-31 07:00:00,2024-08-02 15:28:12,56.47,Electrical,Alternator,Root cause analysis: External damage,Reactive,7350.73
DT00174,EQ0013,2024-05-27,2024-05-27 08:00:00,2024-05-27 13:39:00,5.65,Hydraulic,Boom,Root cause analysis: Wear and tear,Reactive,35714.35
DT00175,EQ0013,2025-11-22,2025-11-22 05:00:00,2025-11-24 18:34:48,61.58,Mechanical,Hydraulic Pump,Root cause analysis: Design flaw,Reactive,22741.3
DT00176,EQ0013,2025-11-17,2025-11-17 07:00:00,2025-11-17 19:18:36,12.31,Mechanical,Alternator,Root cause analysis: Material fatigue,Reactive,44289.17
DT00177,EQ0014,2025-04-29,2025-04-29 06:00:00,2025-04-29 11:43:48,5.73,Electrical,Fuel System,Root cause analysis: Wear and tear,Predictive,19058.18
DT00178,EQ0014,2023-02-27,2023-02-27 02:00:00,2023-02-28 02:18:36,24.31,Hydraulic,Hydraulic Pump,Root cause analysis: Operator error,Reactive,2396.01
DT00179,EQ0014,2025-08-25,2025-08-25 03:00:00,2025-08-27 05:43:48,50.73,Engine,Undercarriage,Root cause analysis: External damage,Preventive,759.93
DT00180,EQ0014,2023-06-12,2023-06-12 04:00:00,2023-06-12 07:19:48,3.33,Electrical,Boom,Root cause analysis: External damage,Preventive,26624.69
DT00181,EQ0014,2023-08-16,2023-08-16 04:00:00,2023-08-18 12:19:48,56.33,Hydraulic,Transmission,Root cause analysis: Wear and tear,Preventive,12302.76
DT00182,EQ0015,2023-05-09,2023-05-09 08:00:00,2023-05-09 17:45:36,9.76,Structural,Boom,Root cause analysis: Wear and tear,Reactive,31781.77
DT00183,EQ0015,2024-05-10,2024-05-10 05:00:00,2024-05-12 09:18:00,52.3,Engine,Engine,Root cause analysis: External damage,Reactive,17964.39
DT00184,EQ0015,2025-05-03,2025-05-03 02:00:00,2025-05-03 17:06:36,15.11,Structural,Cooling System,Root cause analysis: Wear and tear,Reactive,47693.48
DT00185,EQ0015,2025-11-05,2025-11-05 01:00:00,2025-11-07 10:03:00,57.05,Engine,Undercarriage,Root cause analysis: Wear and tear,Reactive,31965.7
DT00186,EQ0015,2025-02-03,2025-02-03 01:00:00,2025-02-03 20:45:36,19.76,Hydraulic,Transmission,Root cause analysis: Design flaw,Preventive,12435.73
DT00187,EQ0015,2023-08-01,2023-08-01 06:00:00,2023-08-03 14:00:36,56.01,Electrical,Engine,Root cause analysis: Design flaw,Reactive,27527.68
DT00188,EQ0015,2023-12-25,2023-12-25 08:00:00,2023-12-27 20:07:48,60.13,Engine,Hydraulic Pump,Root cause analysis: Operator error,Reactive,3623.48
DT00189,EQ0015,2025-07-26,2025-07-26 04:00:00,2025-07-26 08:35:24,4.59,Mechanical,Alternator,Root cause analysis: Wear and tear,Preventive,16121.99
DT00190,EQ0015,2024-09-27,2024-09-27 08:00:00,2024-09-28 22:04:48,38.08,Hydraulic,Engine,Root cause analysis: Operator error,Reactive,14662.49
DT00191,EQ0015,2023-04-08,2023-04-08 06:00:00,2023-04-10 20:36:36,62.61,Hydraulic,Transmission,Root cause analysis: Design flaw,Predictive,22129.09
DT00192,EQ0015,2025-03-30,2025-03-30 07:00:00,2025-04-01 13:01:48,54.03,Hydraulic,Hydraulic Pump,Root cause analysis: Material fatigue,Predictive,34757.39
DT00193,EQ0015,2025-01-22,2025-01-22 05:00:00,2025-01-24 23:42:00,66.7,Mechanical,Fuel System,Root cause analysis: Wear and tear,Predictive,21815.05
DT00194,EQ0015,2024-01-05,2024-01-05 06:00:00,2024-01-06 22:10:48,40.18,Mechanical,Transmission,Root cause analysis: Design flaw,Reactive,33215.5
DT00195,EQ0015,2024-09-19,2024-09-19 07:00:00,2024-09-20 16:12:36,33.21,Electrical,Undercarriage,Root cause analysis: Design flaw,Reactive,22632.92
DT00196,EQ0015,2024-12-23,2024-12-23 07:00:00,2024-12-25 04:02:24,45.04,Hydraulic,Engine,Root cause analysis: Wear and tear,Predictive,33723.6
DT00197,EQ0015,2025-04-11,2025-04-11 03:00:00,2025-04-12 06:25:48,27.43,Mechanical,Hydraulic Pump,Root cause analysis: External damage,Reactive,34065.4
DT00198,EQ0015,2025-06-16,2025-06-16 02:00:00,2025-06-16 06:26:24,4.44,Electrical,Cooling System,Root cause analysis: Design flaw,Predictive,19451.29
DT00199,EQ0015,2023-03-08,2023-03-08 08:00:00,2023-03-10 04:21:36,44.36,Hydraulic,Cooling System,Root cause analysis: Material fatigue,Predictive,38272.68
DT00200,EQ0015,2023-10-09,2023-10-09 07:00:00,2023-10-10 22:03:36,39.06,Hydraulic,Brake System,Root cause analysis: Operator error,Preventive,48045.74
DT00201,EQ0016,2024-01-17,2024-01-17 07:00:00,2024-01-18 19:55:48,36.93,Structural,Transmission,Root cause analysis: Design flaw,Reactive,38860.74
DT00202,EQ0016,2025-07-02,2025-07-02 05:00:00,2025-07-02 22:01:12,17.02,Engine,Alternator,Root cause analysis: Wear and tear,Reactive,7218.56
DT00203,EQ0016,2023-06-01,2023-06-01 08:00:00,2023-06-02 17:38:24,33.64,Mechanical,Cooling System,Root cause analysis: Design flaw,Preventive,35622.25
DT00204,EQ0016,2024-08-17,2024-08-17 03:00:00,2024-08-19 19:23:24,64.39,Electrical,Cooling System,Root cause analysis: External damage,Reactive,11599.96
DT00205,EQ0016,2024-02-16,2024-02-16 04:00:00,2024-02-18 13:26:24,57.44,Engine,Engine,Root cause analysis: Design flaw,Reactive,27924.06
DT00206,EQ0017,2025-08-15,2025-08-15 03:00:00,2025-08-17 13:15:36,58.26,Structural,Transmission,Root cause analysis: Wear and tear,Reactive,15809.89
DT00207,EQ0017,2025-09-07,2025-09-07 07:00:00,2025-09-08 21:48:00,38.8,Structural,Transmission,Root cause analysis: Operator error,Predictive,48632.8
DT00208,EQ0017,2023-06-01,2023-06-01 06:00:00,2023-06-02 15:30:00,33.5,Electrical,Boom,Root cause analysis: External damage,Preventive,9507.18
DT00209,EQ0017,2023-09-22,2023-09-22 01:00:00,2023-09-23 09:16:48,32.28,Mechanical,Boom,Root cause analysis: Operator error,Reactive,15554.16
DT00210,EQ0017,2023-11-28,2023-11-28 04:00:00,2023-11-29 04:35:24,24.59,Hydraulic,Boom,Root cause analysis: Design flaw,Reactive,42373.72
DT00211,EQ0017,2024-05-28,2024-05-28 05:00:00,2024-05-28 20:44:24,15.74,Electrical,Brake System,Root cause analysis: External damage,Preventive,26907.16
DT00212,EQ0017,2025-10-26,2025-10-26 03:00:00,2025-10-28 01:52:12,46.87,Electrical,Bucket,Root cause analysis: External damage,Predictive,17212.17
DT00213,EQ0017,2023-03-26,2023-03-26 01:00:00,2023-03-28 12:46:12,59.77,Mechanical,Engine,Root cause analysis: External damage,Reactive,13600.47
DT00214,EQ0017,2024-03-07,2024-03-07 07:00:00,2024-03-09 14:41:24,55.69,Structural,Engine,Root cause analysis: Material fatigue,Reactive,44505.35
DT00215,EQ0017,2024-08-16,2024-08-16 05:00:00,2024-08-18 03:55:48,46.93,Engine,Alternator,Root cause analysis: Material fatigue,Preventive,15222.98
DT00216,EQ0017,2023-05-30,2023-05-30 03:00:00,2023-06-01 05:12:00,50.2,Engine,Fuel System,Root cause analysis: Material fatigue,Preventive,23489.89
DT00217,EQ0017,2024-11-27,2024-11-27 06:00:00,2024-11-29 02:28:12,44.47,Hydraulic,Cooling System,Root cause analysis: Material fatigue,Preventive,6972.92
DT00218,EQ0017,2025-01-28,2025-01-28 02:00:00,2025-01-29 16:03:00,38.05,Hydraulic,Alternator,Root cause analysis: Material fatigue,Preventive,6564.83
DT00219,EQ0017,2025-07-09,2025-07-09 02:00:00,2025-07-09 21:21:00,19.35,Mechanical,Brake System,Root cause analysis: Material fatigue,Reactive,43276.11
DT00220,EQ0017,2025-05-06,2025-05-06 03:00:00,2025-05-06 22:22:48,19.38,Hydraulic,Bucket,Root cause analysis: Design flaw,Reactive,9896.79
DT00221,EQ0017,2023-11-23,2023-11-23 08:00:00,2023-11-24 20:52:48,36.88,Engine,Brake System,Root cause analysis: Material fatigue,Preventive,1647.23
DT00222,EQ0018,2025-11-01,2025-11-01 04:00:00,2025-11-02 14:00:36,34.01,Electrical,Bucket,Root cause analysis: Design flaw,Preventive,2908.58
DT00223,EQ0018,2024-07-30,2024-07-30 08:00:00,2024-07-31 20:38:24,36.64,Hydraulic,Boom,Root cause analysis: Wear and tear,Preventive,42435.03
DT00224,EQ0018,2025-06-01,2025-06-01 05:00:00,2025-06-01 16:22:48,11.38,Hydraulic,Fuel System,Root cause analysis: Design flaw,Predictive,2739.5
DT00225,EQ0018,2023-04-15,2023-04-15 04:00:00,2023-04-16 21:55:12,41.92,Hydraulic,Boom,Root cause analysis: Design flaw,Reactive,4139.82
DT00226,EQ0018,2025-10-29,2025-10-29 05:00:00,2025-10-30 14:31:12,33.52,Structural,Bucket,Root cause analysis: Wear and tear,Reactive,6868.84
DT00227,EQ0018,2023-07-18,2023-07-18 06:00:00,2023-07-19 11:34:12,29.57,Structural,Cooling System,Root cause analysis: Operator error,Preventive,10353.37
DT00228,EQ0018,2025-11-08,2025-11-08 01:00:00,2025-11-09 07:06:00,30.1,Mechanical,Engine,Root cause analysis: Operator error,Preventive,35822.8
DT00229,EQ0018,2025-08-28,2025-08-28 03:00:00,2025-08-29 17:21:00,38.35,Structural,Boom,Root cause analysis: Operator error,Preventive,16734.31
DT00230,EQ0018,2024-10-14,2024-10-14 05:00:00,2024-10-14 18:22:48,13.38,Structural,Cooling System,Root cause analysis: External damage,Preventive,41500.32
DT00231,EQ0018,2025-12-26,2025-12-26 05:00:00,2025-12-27 17:17:24,36.29,Engine,Engine,Root cause analysis: Design flaw,Preventive,16896.36
DT00232,EQ0018,2023-08-13,2023-08-13 05:00:00,2023-08-16 03:35:24,70.59,Mechanical,Bucket,Root cause analysis: Material fatigue,Reactive,13643.76
DT00233,EQ0018,2024-04-11,2024-04-11 08:00:00,2024-04-13 12:30:00,52.5,Electrical,Boom,Root cause analysis: External damage,Reactive,38843.0
DT00234,EQ0018,2025-02-17,2025-02-17 04:00:00,2025-02-17 16:20:24,12.34,Mechanical,Bucket,Root cause analysis: Wear and tear,Reactive,9943.82
DT00235,EQ0018,2025-06-22,2025-06-22 03:00:00,2025-06-23 02:57:36,23.96,Engine,Alternator,Root cause analysis: Material fatigue,Reactive,25340.07
DT00236,EQ0018,2025-08-23,2025-08-23 01:00:00,2025-08-25 16:06:00,63.1,Electrical,Boom,Root cause analysis: Operator error,Reactive,28263.9
DT00237,EQ0018,2025-09-06,2025-09-06 06:00:00,2025-09-07 20:46:48,38.78,Electrical,Undercarriage,Root cause analysis: External damage,Reactive,17445.19
DT00238,EQ0018,2024-12-26,2024-12-26 05:00:00,2024-12-28 06:18:36,49.31,Structural,Undercarriage,Root cause analysis: Operator error,Reactive,47888.2
DT00239,EQ0019,2024-09-03,2024-09-03 05:00:00,2024-09-03 22:44:24,17.74,Hydraulic,Alternator,Root cause analysis: Material fatigue,Reactive,16193.52
DT00240,EQ0019,2024-12-15,2024-12-15 05:00:00,2024-12-16 22:13:48,41.23,Hydraulic,Transmission,Root cause analysis: External damage,Reactive,33992.8
DT00241,EQ0019,2025-02-16,2025-02-16 07:00:00,2025-02-18 23:42:00,64.7,Hydraulic,Hydraulic Pump,Root cause analysis: Design flaw,Reactive,2582.29
DT00242,EQ0019,2023-06-11,2023-06-11 08:00:00,2023-06-12 10:15:00,26.25,Hydraulic,Undercarriage,Root cause analysis: Operator error,Reactive,10502.37
DT00243,EQ0019,2024-07-09,2024-07-09 05:00:00,2024-07-12 00:18:36,67.31,Electrical,Transmission,Root cause analysis: External damage,Preventive,37174.1
DT00244,EQ0019,2024-05-05,2024-05-05 04:00:00,2024-05-05 22:58:12,18.97,Electrical,Engine,Root cause analysis: Wear and tear,Reactive,20958.42
DT00245,EQ0019,2025-08-25,2025-08-25 03:00:00,2025-08-25 12:02:24,9.04,Mechanical,Boom,Root cause analysis: Operator error,Reactive,20641.92
DT00246,EQ0019,2025-09-01,2025-09-01 04:00:00,2025-09-02 15:25:12,35.42,Hydraulic,Cooling System,Root cause analysis: Design flaw,Reactive,32471.95
DT00247,EQ0019,2023-07-03,2023-07-03 04:00:00,2023-07-05 03:39:36,47.66,Structural,Engine,Root cause analysis: Operator error,Preventive,21185.31
DT00248,EQ0019,2023-12-27,2023-12-27 01:00:00,2023-12-29 20:22:12,67.37,Engine,Undercarriage,Root cause analysis: Operator error,Reactive,46862.13
DT00249,EQ0019,2024-08-15,2024-08-15 01:00:00,2024-08-17 16:22:12,63.37,Hydraulic,Bucket,Root cause analysis: External damage,Preventive,5811.38
DT00250,EQ0019,2024-11-17,2024-11-17 08:00:00,2024-11-18 05:55:12,21.92,Electrical,Boom,Root cause analysis: Material fatigue,Reactive,14005.44
DT00251,EQ0019,2023-08-19,2023-08-19 08:00:00,2023-08-20 09:09:00,25.15,Hydraulic,Hydraulic Pump,Root cause analysis: Wear and tear,Reactive,36962.59
DT00252,EQ0020,2024-01-31,2024-01-31 07:00:00,2024-01-31 21:16:48,14.28,Engine,Boom,Root cause analysis: Design flaw,Reactive,4793.52
DT00253,EQ0020,2023-07-15,2023-07-15 03:00:00,2023-07-15 17:55:48,14.93,Engine,Cooling System,Root cause analysis: Operator error,Reactive,838.09
DT00254,EQ0020,2025-02-24,2025-02-24 05:00:00,2025-02-24 23:29:24,18.49,Hydraulic,Brake System,Root cause analysis: External damage,Preventive,36282.69
DT00255,EQ0020,2023-01-24,2023-01-24 06:00:00,2023-01-25 02:18:36,20.31,Electrical,Engine,Root cause analysis: Wear and tear,Preventive,23537.05
DT00256,EQ0020,2023-11-24,2023-11-24 05:00:00,2023-11-25 11:22:48,30.38,Mechanical,Brake System,Root cause analysis: Design flaw,Predictive,30923.96
DT00257,EQ0020,2024-03-24,2024-03-24 08:00:00,2024-03-27 05:01:12,69.02,Electrical,Undercarriage,Root cause analysis: External damage,Reactive,18994.43
DT00258,EQ0020,2025-08-22,2025-08-22 04:00:00,2025-08-24 11:00:36,55.01,Electrical,Bucket,Root cause analysis: Wear and tear,Reactive,26512.58
DT00259,EQ0020,2025-12-17,2025-12-17 02:00:00,2025-12-19 05:15:36,51.26,Structural,Transmission,Root cause analysis: Wear and tear,Preventive,41524.32
DT00260,EQ0020,2025-11-01,2025-11-01 03:00:00,2025-11-01 19:09:00,16.15,Electrical,Cooling System,Root cause analysis: External damage,Reactive,22371.11
DT00261,EQ0020,2024-02-25,2024-02-25 08:00:00,2024-02-27 12:10:48,52.18,Mechanical,Boom,Root cause analysis: Material fatigue,Reactive,40530.26
DT00262,EQ0020,2025-07-17,2025-07-17 07:00:00,2025-07-17 18:14:24,11.24,Engine,Bucket,Root cause analysis: Wear and tear,Reactive,28160.46
DT00263,EQ0020,2024-09-23,2024-09-23 07:00:00,2024-09-25 11:37:48,52.63,Hydraulic,Engine,Root cause analysis: Operator error,Reactive,29126.41
DT00264,EQ0020,2023-04-03,2023-04-03 02:00:00,2023-04-04 09:39:36,31.66,Structural,Engine,Root cause analysis: Wear and tear,Predictive,49313.79
DT00265,EQ0020,2025-08-24,2025-08-24 07:00:00,2025-08-24 11:13:12,4.22,Electrical,Hydraulic Pump,Root cause analysis: Material fatigue,Preventive,19035.82
DT00266,EQ0021,2025-07-07,2025-07-07 07:00:00,2025-07-09 21:52:12,62.87,Engine,Transmission,Root cause analysis: External damage,Preventive,7083.0
DT00267,EQ0021,2024-12-13,2024-12-13 07:00:00,2024-12-13 17:18:00,10.3,Structural,Hydraulic Pump,Root cause analysis: Operator error,Reactive,41823.67
DT00268,EQ0021,2023-02-16,2023-02-16 08:00:00,2023-02-19 06:29:24,70.49,Structural,Fuel System,Root cause analysis: External damage,Reactive,19274.19
DT00269,EQ0021,2024-04-15,2024-04-15 06:00:00,2024-04-16 01:19:48,19.33,Electrical,Brake System,Root cause analysis: Operator error,Reactive,46901.81
DT00270,EQ0021,2023-08-20,2023-08-20 07:00:00,2023-08-20 11:15:36,4.26,Structural,Engine,Root cause analysis: Operator error,Reactive,10701.04
DT00271,EQ0021,2023-07-26,2023-07-26 08:00:00,2023-07-28 03:34:48,43.58,Structural,Engine,Root cause analysis: Operator error,Reactive,37156.78
DT00272,EQ0021,2025-04-03,2025-04-03 04:00:00,2025-04-04 12:43:48,32.73,Mechanical,Hydraulic Pump,Root cause analysis: External damage,Preventive,49677.43
DT00273,EQ0021,2024-04-24,2024-04-24 06:00:00,2024-04-26 17:06:36,59.11,Structural,Bucket,Root cause analysis: Design flaw,Preventive,12226.75
DT00274,EQ0021,2023-10-21,2023-10-21 04:00:00,2023-10-24 03:00:00,71.0,Engine,Brake System,Root cause analysis: Design flaw,Reactive,3517.4
DT00275,EQ0021,2023-12-25,2023-12-25 07:00:00,2023-12-27 04:49:12,45.82,Structural,Undercarriage,Root cause analysis: Wear and tear,Predictive,48628.37
DT00276,EQ0021,2025-02-19,2025-02-19 06:00:00,2025-02-21 15:00:36,57.01,Engine,Fuel System,Root cause analysis: Operator error,Preventive,15344.48
DT00277,EQ0021,2024-01-12,2024-01-12 08:00:00,2024-01-14 14:48:36,54.81,Electrical,Alternator,Root cause analysis: Design flaw,Reactive,42948.29
DT00278,EQ0021,2023-10-23,2023-10-23 01:00:00,2023-10-25 11:24:00,58.4,Structural,Fuel System,Root cause analysis: Material fatigue,Preventive,28085.69
DT00279,EQ0021,2023-10-02,2023-10-02 05:00:00,2023-10-03 10:11:24,29.19,Electrical,Cooling System,Root cause analysis: Wear and tear,Reactive,46150.19
DT00280,EQ0021,2025-01-29,2025-01-29 04:00:00,2025-01-29 12:28:12,8.47,Mechanical,Brake System,Root cause analysis: Material fatigue,Reactive,33846.76
DT00281,EQ0021,2023-03-22,2023-03-22 04:00:00,2023-03-24 19:09:00,63.15,Structural,Boom,Root cause analysis: Operator error,Reactive,24230.01
DT00282,EQ0021,2024-11-12,2024-11-12 01:00:00,2024-11-13 00:13:12,23.22,Electrical,Alternator,Root cause analysis: Wear and tear,Preventive,37470.52
DT00283,EQ0022,2024-05-11,2024-05-11 04:00:00,2024-05-13 06:41:24,50.69,Engine,Alternator,Root cause analysis: External damage,Reactive,16419.94
DT00284,EQ0022,2024-08-02,2024-08-02 06:00:00,2024-08-03 10:39:00,28.65,Hydraulic,Brake System,Root cause analysis: Design flaw,Reactive,25884.42
DT00285,EQ0022,2025-10-15,2025-10-15 08:00:00,2025-10-16 18:37:12,34.62,Hydraulic,Alternator,Root cause analysis: Design flaw,Reactive,15989.64
DT00286,EQ0022,2023-04-04,2023-04-04 04:00:00,2023-04-05 21:22:48,41.38,Electrical,Engine,Root cause analysis: Design flaw,Reactive,27888.92
DT00287,EQ0022,2025-05-05,2025-05-05 04:00:00,2025-05-06 02:39:36,22.66,Hydraulic,Alternator,Root cause analysis: Material fatigue,Preventive,28704.58
DT00288,EQ0022,2024-05-18,2024-05-18 06:00:00,2024-05-19 18:57:00,36.95,Hydraulic,Undercarriage,Root cause analysis: Material fatigue,Preventive,23311.04
DT00289,EQ0022,2024-12-22,2024-12-22 08:00:00,2024-12-22 21:51:00,13.85,Electrical,Boom,Root cause analysis: Wear and tear,Reactive,26435.25
DT00290,EQ0022,2023-06-02,2023-06-02 01:00:00,2023-06-04 21:09:36,68.16,Mechanical,Fuel System,Root cause analysis: Operator error,Reactive,42205.96
DT00291,EQ0022,2024-04-18,2024-04-18 03:00:00,2024-04-18 09:45:36,6.76,Mechanical,Alternator,Root cause analysis: External damage,Reactive,23072.48
DT00292,EQ0022,2023-05-04,2023-05-04 08:00:00,2023-05-06 05:15:00,45.25,Engine,Engine,Root cause analysis: Wear and tear,Reactive,26844.52
DT00293,EQ0022,2025-04-22,2025-04-22 05:00:00,2025-04-22 07:49:48,2.83,Structural,Brake System,Root cause analysis: Wear and tear,Reactive,25359.69
DT00294,EQ0022,2025-05-31,2025-05-31 03:00:00,2025-06-02 13:25:48,58.43,Mechanical,Transmission,Root cause analysis: External damage,Reactive,7870.43
DT00295,EQ0022,2024-01-29,2024-01-29 05:00:00,2024-01-31 02:22:48,45.38,Hydraulic,Brake System,Root cause analysis: Material fatigue,Reactive,4411.45
DT00296,EQ0022,2025-04-11,2025-04-11 04:00:00,2025-04-12 14:07:48,34.13,Electrical,Brake System,Root cause analysis: Wear and tear,Preventive,32859.92
DT00297,EQ0022,2023-03-06,2023-03-06 07:00:00,2023-03-06 15:33:00,8.55,Engine,Boom,Root cause analysis: Material fatigue,Preventive,3277.69
DT00298,EQ0022,2023-01-20,2023-01-20 02:00:00,2023-01-22 05:12:00,51.2,Engine,Fuel System,Root cause analysis: Design flaw,Reactive,28509.9
DT00299,EQ0022,2023-07-15,2023-07-15 01:00:00,2023-07-17 17:38:24,64.64,Electrical,Alternator,Root cause analysis: External damage,Reactive,24037.26
DT00300,EQ0022,2023-04-06,2023-04-06 05:00:00,2023-04-08 23:41:24,66.69,Structural,Bucket,Root cause analysis: Wear and tear,Preventive,9378.05
DT00301,EQ0022,2024-10-06,2024-10-06 04:00:00,2024-10-06 07:06:00,3.1,Structural,Hydraulic Pump,Root cause analysis: Material fatigue,Reactive,46479.31
DT00302,EQ0022,2024-09-04,2024-09-04 04:00:00,2024-09-04 17:22:12,13.37,Structural,Fuel System,Root cause analysis: External damage,Preventive,16920.63
DT00303,EQ0023,2023-06-10,2023-06-10 06:00:00,2023-06-11 19:03:36,37.06,Mechanical,Transmission,Root cause analysis: Material fatigue,Preventive,11991.13
DT00304,EQ0023,2023-06-05,2023-06-05 07:00:00,2023-06-06 08:50:24,25.84,Hydraulic,Engine,Root cause analysis: Design flaw,Reactive,39285.63
DT00305,EQ0023,2025-07-11,2025-07-11 06:00:00,2025-07-12 18:20:24,36.34,Structural,Fuel System,Root cause analysis: Material fatigue,Reactive,9694.02
DT00306,EQ0023,2025-02-17,2025-02-17 05:00:00,2025-02-17 13:00:00,8.0,Electrical,Transmission,Root cause analysis: Wear and tear,Preventive,13764.62
DT00307,EQ0023,2025-02-17,2025-02-17 03:00:00,2025-02-19 06:49:12,51.82,Engine,Cooling System,Root cause analysis: Design flaw,Reactive,5774.27
DT00308,EQ0023,2023-01-11,2023-01-11 08:00:00,2023-01-14 04:00:36,68.01,Hydraulic,Brake System,Root cause analysis: Wear and tear,Reactive,7059.1
DT00309,EQ0023,2024-01-19,2024-01-19 07:00:00,2024-01-20 15:10:12,32.17,Mechanical,Engine,Root cause analysis: Wear and tear,Predictive,18018.76
DT00310,EQ0023,2023-07-10,2023-07-10 06:00:00,2023-07-12 01:46:48,43.78,Engine,Engine,Root cause analysis: Design flaw,Reactive,20983.6
DT00311,EQ0023,2023-06-23,2023-06-23 04:00:00,2023-06-25 08:44:24,52.74,Structural,Boom,Root cause analysis: Operator error,Reactive,34423.14
DT00312,EQ0024,2023-10-12,2023-10-12 05:00:00,2023-10-13 01:49:12,20.82,Engine,Hydraulic Pump,Root cause analysis: Wear and tear,Preventive,8776.77
DT00313,EQ0024,2024-07-19,2024-07-19 08:00:00,2024-07-20 15:28:48,31.48,Mechanical,Cooling System,Root cause analysis: Design flaw,Reactive,47239.0
DT00314,EQ0024,2025-10-12,2025-10-12 04:00:00,2025-10-13 23:34:12,43.57,Engine,Transmission,Root cause analysis: Operator error,Reactive,15580.57
DT00315,EQ0024,2025-03-21,2025-03-21 07:00:00,2025-03-22 08:15:36,25.26,Hydraulic,Undercarriage,Root cause analysis: Design flaw,Predictive,21815.5
DT00316,EQ0024,2023-10-06,2023-10-06 04:00:00,2023-10-07 03:01:48,23.03,Engine,Cooling System,Root cause analysis: Operator error,Reactive,48246.44
DT00317,EQ0024,2024-10-15,2024-10-15 08:00:00,2024-10-16 06:24:00,22.4,Structural,Alternator,Root cause analysis: Design flaw,Predictive,19114.74
DT00318,EQ0024,2025-03-15,2025-03-15 04:00:00,2025-03-16 07:33:00,27.55,Structural,Boom,Root cause analysis: Operator error,Predictive,34244.78
DT00319,EQ0024,2023-02-25,2023-02-25 08:00:00,2023-02-28 04:42:36,68.71,Electrical,Undercarriage,Root cause analysis: Design flaw,Reactive,41648.45
DT00320,EQ0024,2023-05-22,2023-05-22 07:00:00,2023-05-24 18:19:48,59.33,Engine,Hydraulic Pump,Root cause analysis: Design flaw,Reactive,12480.05
DT00321,EQ0024,2023-11-12,2023-11-12 07:00:00,2023-11-14 11:04:12,52.07,Mechanical,Undercarriage,Root cause analysis: External damage,Reactive,24222.12
DT00322,EQ0025,2025-12-30,2025-12-30 07:00:00,2025-12-31 20:27:36,37.46,Structural,Engine,Root cause analysis: Design flaw,Reactive,35230.9
DT00323,EQ0025,2023-06-24,2023-06-24 04:00:00,2023-06-24 13:39:36,9.66,Hydraulic,Hydraulic Pump,Root cause analysis: External damage,Reactive,2692.69
DT00324,EQ0025,2025-03-29,2025-03-29 06:00:00,2025-04-01 03:40:48,69.68,Engine,Transmission,Root cause analysis: Wear and tear,Preventive,5381.02
DT00325,EQ0025,2024-03-30,2024-03-30 04:00:00,2024-03-31 17:45:00,37.75,Engine,Cooling System,Root cause analysis: Material fatigue,Reactive,23421.63
DT00326,EQ0025,2025-10-21,2025-10-21 01:00:00,2025-10-21 13:33:00,12.55,Engine,Transmission,Root cause analysis: Design flaw,Reactive,21090.78
DT00327,EQ0025,2023-06-25,2023-06-25 03:00:00,2023-06-25 13:07:12,10.12,Hydraulic,Brake System,Root cause analysis: Design flaw,Preventive,23038.97
DT00328,EQ0025,2024-02-28,2024-02-28 06:00:00,2024-02-29 20:28:48,38.48,Engine,Transmission,Root cause analysis: Material fatigue,Reactive,36238.7
DT00329,EQ0025,2025-07-15,2025-07-15 05:00:00,2025-07-16 05:19:12,24.32,Mechanical,Transmission,Root cause analysis: Wear and tear,Preventive,42534.41
DT00330,EQ0025,2023-08-12,2023-08-12 03:00:00,2023-08-14 04:24:00,49.4,Electrical,Boom,Root cause analysis: Operator error,Reactive,27819.56
DT00331,EQ0025,2024-11-08,2024-11-08 08:00:00,2024-11-10 01:11:24,41.19,Electrical,Fuel System,Root cause analysis: Operator error,Reactive,9726.15
DT00332,EQ0025,2025-06-04,2025-06-04 04:00:00,2025-06-05 09:41:24,29.69,Engine,Bucket,Root cause analysis: Material fatigue,Preventive,19747.37
DT00333,EQ0025,2024-03-15,2024-03-15 02:00:00,2024-03-15 18:24:00,16.4,Structural,Transmission,Root cause analysis: External damage,Preventive,9754.51
DT00334,EQ0025,2024-10-29,2024-10-29 02:00:00,2024-10-29 17:48:00,15.8,Hydraulic,Undercarriage,Root cause analysis: External damage,Preventive,48312.86
DT00335,EQ0025,2024-10-03,2024-10-03 07:00:00,2024-10-05 02:47:24,43.79,Structural,Transmission,Root cause analysis: Design flaw,Preventive,17923.25
DT00336,EQ0025,2025-07-26,2025-07-26 05:00:00,2025-07-28 02:13:12,45.22,Structural,Bucket,Root cause analysis: Wear and tear,Preventive,33769.45
